column,label,delta_F_mean,delta_F_ci_lower,delta_F_ci_upper,p_value,q_value,significant,attribution_pct,attribution_pct_ci_lower,attribution_pct_ci_upper,is_recovery,recovery_rate,recovery_rate_ci_lower,recovery_rate_ci_upper
0,H(0),6.666667e-02,2.500000e-02,1.166667e-01,4.000000e-03,4.000000e-03,1,33.3333,13.6364,57.1429,0,0.0000,0.0000,0.0000
1,"CNOT(0,1)",1.333333e-01,6.666667e-02,2.083333e-01,1.000000e-03,2.000000e-03,1,66.6667,42.8571,86.3636,0,0.0167,0.0000,0.0417
